observedAt,linkId,platform,handle,canonicalUrl,audienceKind,audienceCount,audienceCountRaw,source
2026-07-21T07:57:49.779Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-07-22T07:57:53.569Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-07-23T07:58:20.464Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-07-24T07:53:14.951Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-07-25T07:44:15.116Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-07-26T07:54:36.917Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-07-27T08:15:06.013Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-07-28T07:57:16.070Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-07-29T08:00:10.428Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-07-30T07:53:49.551Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-07-31T08:05:23.535Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-01T07:50:00.136Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-02T07:51:26.630Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-03T08:15:52.900Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-04T07:57:42.312Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-05T07:58:30.672Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-06T09:41:07.701Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-07T08:16:04.755Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-08T07:47:21.237Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-09T07:58:53.839Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-10T08:30:07.738Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-11T08:12:58.637Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-12T08:17:51.091Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-13T08:18:02.327Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-14T08:15:55.786Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-15T07:28:59.831Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-16T07:29:39.167Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-17T07:50:16.462Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-18T07:36:20.289Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-19T07:39:15.815Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-20T07:41:43.996Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-21T07:43:38.088Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-22T07:30:00.163Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-23T07:34:34.195Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-24T07:59:24.920Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-25T07:45:02.698Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-26T07:44:37.770Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-27T18:05:52.265Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-28T19:15:59.502Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-29T13:02:14.866Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-30T12:38:16.438Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-08-31T14:44:08.883Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-09-01T12:21:22.613Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-09-02T11:59:20.266Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-09-03T11:57:17.413Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
2026-09-04T12:02:27.634Z,substack,substack,peterryszkiewicz,https://peter.ryszkiewicz.us/,subscribers,15,15 subscribers,public-cache
